rankingNum,universidadName,presenciaPosicion,impactoPosicion,aperturaPosicion,excelenciaPosicion
10097,HAS Hogeschool,18601,7511,6626,6626
10097,Hólar University College / Hólaskóli,9326,11175,6147,6147
10103,Institute for MBA,18755,7513,6626,6626
10103,Antioch College,8963,8310,6626,6626
10103,Aichi Sangyo University / 愛知産業大学,9124,11196,6147,6147
10103,(3) University of Cincinnati Clermont College,18194,7550,6626,6626
10103,Islamic Azad University Noorabad,27639,17857,4808,4808
10103,Relay Graduate School of Education,13556,7949,6626,6626
10103,Xavier University Ateneo de Cagayan,8765,8329,6626,6626
10110,(3) Universidad de San Buenaventura Cali,2944,9056,6626,6626
10110,Tulsa Welding School,18731,7525,6626,6626
10110,Texas Chiropractic College,24588,7014,6626,6626
10110,Universidad Nacional Hermilio Valdizán,7069,8501,6626,6626
10110,Academy of Art of War / Akademia Sztuki Wojennej,12746,13120,6626,6626
10115,Anhui Vocational College of Sports / 安徽体育运动职业技术学院,17127,7661,6626,6626
10115,Advanced Technology Institute,17731,7616,6626,6626
10115,Shizuoka University of Art and Culture / 静岡文化芸術大学,9390,8292,6626,6626
10115,Federal University Kashere Gombe State,12646,11081,6626,6626
10115,Guiyang Nursing Vocational College / 贵阳护理职业学院,10588,8205,6626,6626
10115,(3) World Trade Institute Berne,11379,8142,6626,6626
10115,Politécnico Colombiano Jaime Isaza Cadavid,5573,11591,6147,6147
10122,Northwest Christian University,13824,7960,6626,6626
10122,Richard Bland College of the College of William and Mary,9901,8255,6626,6626
10122,Indus University,16452,12003,6626,6626
10122,Kyushu Women's University / 九州女子大学,10400,11124,6147,6147
10122,Technical University Ibadan,2680,9145,6626,6626
10122,Universitas Gajayana Malang,13986,11487,6626,6626
10122,Universidad Nacional de San Martín Tarapoto,3608,13708,6626,6626
10122,Xizang Minzu University / 西藏民族学院,7479,8483,6626,6626
10130,Universidad Politécnica de Tlaxcala,11368,14076,5681,5681
10130,Washington Adventist University (Columbia Union College),13791,7985,6626,6626
10130,Sun Yat-sen University Xinhua College / 中山大学新华学院,6436,8598,6626,6626
10130,Zhuhai Art Vocational College / 珠海艺术职业学院,16059,7774,6626,6626
10130,Institut des Hautes Études de Défense Nationale IHEDN,15359,7845,6626,6626
10130,Kentucky Christian University,16546,7722,6626,6626
10130,Keisen Jogakuen University / 恵泉女学園大学,7267,8509,6626,6626
10130,Kyiv National University of Culture and Arts / Київський національний університет культури і мистецтв,4456,8858,6626,6626
10130,Academy of Contemporary Music,13753,7984,6626,6626
10130,New Mexico Junior College,8179,8431,6626,6626
10130,(3) College of Science Baghdad University,5133,15574,6626,6626
10130,Tung Fang Design Institute / 東方設計大學,5358,8740,6626,6626
10142,Technische Fachhochschule Georg Agrícola Bochum,10216,8251,6626,6626
10142,Centenary University,11725,8152,6626,6626
10142,Cyprus College,9550,11222,6147,6147
10142,Dallas Christian College,14970,7895,6626,6626
10142,Centro Universitário de Várzea Grande UNIVAG,8643,14342,5681,5681
10142,Wyoming Technical Institute,24490,7072,6626,6626
10142,Zhongshan Torch Polytechnic / 中山火炬职业技术学院,16877,7708,6626,6626
10142,Government College of Engineering & Ceramic Technology,19267,19484,4676,4676
10142,Harcum College,11598,8166,6626,6626
10142,Institut Catholique de Toulouse,17935,10524,6147,6147
10142,Jaramogi Oginga Odinga University of Science & Technology (Bondo University College),2981,15787,6626,6626
10142,Krasnoyarsk State Medical University / Красноярский государственный медицинский университет,5322,8754,6626,6626
10142,Nantong Vocational University / 南通职业大学,10285,8259,6626,6626
10155,Staatlichen Hochschule für Musik und Darstellende Kunst Mannheim,12839,8068,6626,6626
10155,Amberton University,17935,7645,6626,6626
10155,Banking University Ho Chi Minh City / Trường Đại học Ngân hàng Thành phố Hồ Chí Minh,4586,11243,6626,6626
10158,NSHM College of Management & Technology,8506,12011,6626,6626
10158,State University of New York Columbia Greene Community College,14548,7943,6626,6626
10158,Hochschule Nordhausen,12995,8076,6626,6626
10158,Northern Beijing Vocational Education Institute / 北京京北职业技术学院,23646,7192,6626,6626
10162,Islamic Azad University Khoy,12275,16613,5280,5280
10162,Jumonji University / 十文字学園女子大学,10597,8267,6626,6626
10162,Mercy College Ohio,10569,8268,6626,6626
10162,Northwestern Connecticut Community College,15794,7862,6626,6626
10162,Atmiya University,15047,7929,6626,6626
10162,Brooks Institute of Photography,23464,7225,6626,6626
10162,Air Force Academy Taiwan,9211,11288,6147,6147
10162,Colby Community College,17607,7697,6626,6626
10162,Deep Springs College,19050,7601,6626,6626
10162,East Central University,7183,8569,6626,6626
10162,Spartan College of Aeronautics and Technology,21809,7403,6626,6626
10162,(1) Shaanxi Technical College of Finance and Economics / 陕西财经职业技术学院,18679,7614,6626,6626
10174,Universidad Regional Autónoma de los Andes UNIANDES,873,13844,6626,6626
10174,Mountain Empire Community College,10540,8283,6626,6626
10174,Federal University Otuoke Bayelsa,15138,11565,6626,6626
10174,Fushun Vocational Technical Institute / 抚顺职业技术学院,16232,7834,6626,6626
10174,Hochschule für Telekommunikation Leipzig,9354,8382,6626,6626
10174,École Nationale Supérieure du Petrole et des Moteurs,12452,8139,6626,6626
10174,Royal University College of Fine Arts / Kungl Konsthögskolan,14607,7980,6626,6626
10174,Blackburn College UK,10850,8256,6626,6626
10182,(3) Kemerovo State University Anzhero-Sudzhensk Branch / филиал Кемеровского государственного университета в г Анжеро-Судженске,16482,7836,6626,6626
10182,El Camino College Compton Center,10329,8318,6626,6626
10182,Yunnan Forestry Technological College / 云南省林业技术学院,23076,7291,6626,6626
10182,Hakodate University / 函館大学,20863,10377,6147,6147
10182,Heilongjiang Polytechnic / 黑龙江职业学院,10484,8296,6626,6626
10182,Holmes Community College,14819,7965,6626,6626
10188,Instituto Tecnológico de Culiacán,16173,16302,5280,5280
10188,Alberta University of the Arts,14054,8035,6626,6626
10188,School of Art and Information Engineering Dalian Polytechnic University / 大连工业大学艺术与信息工程学院,19532,7592,6626,6626
10188,Spartanburg Methodist College,13906,8045,6626,6626
10188,Southwest Virginia Community College,14631,7990,6626,6626
10188,Tatung Institute of Technology / 大同技術學院,4586,8925,6626,6626
10188,Universidad Ana G Méndez,5235,8844,6626,6626
10188,Universitas Islam Negeri UIN Mataram,5092,8859,6626,6626
10188,Liaoning Equipment Manufacturing Vocational and Technical College / 辽宁装备制造职业技术学院,17607,7729,6626,6626
10188,University of the West Indies Mona Jamaica,820,9792,6626,6626
10188,University of Zakho,3995,15154,6626,6626
10199,Hachinohe Institute of Technology / 八戸工業大学,10555,8309,6626,6626
10199,Hobe Sound Bible College,21619,7455,6626,6626
10199,Instituto Tecnológico de Chihuahua,8476,13171,5902,5902
10199,Estonian Information Technology College / IT Kolledž,5184,8857,6626,6626
10199,Fachhochschule der Wirtschaft Campus Graz,13556,8091,6626,6626
10199,Instituto Caro y Cuervo Seminario Andrés Bello,3185,9161,6626,6626
10205,Crossroads College,11744,8230,6626,6626
10205,ILIFF School of Theology,14655,8015,6626,6626
10205,Jizhong Vocational College / 冀中职业学院,14478,8030,6626,6626
10205,Universidad Nacional del Centro del Perú,2721,9257,6626,6626
10205,Universitas Islam Kalimantan UNISKA,4890,14253,6626,6626
10205,Venice International University,11598,8243,6626,6626
10205,Uttarakhand Open University,6550,10520,6626,6626
10205,Newbury College,21171,7512,6626,6626
10205,National School of Drama,13874,8077,6626,6626
10205,Ningxia Vocational & Technical College of Finance and Economics / 宁夏财经职业技术学院,9451,8417,6626,6626
10205,Rust College,24490,7166,6626,6626
10216,Pädagogische Hochschule Luzern,5235,8871,6626,6626
10216,Southwestern Community College,29999,5968,6626,6626
10216,Tecnológico de Estudios Superiores de Ecatepec,11840,16044,5379,5379
10216,Universidad Autónoma Juan Misael Saracho,2074,12349,6147,6147
10216,Akademie Mode & Design,17087,7824,6626,6626
10216,Arkansas Baptist College,17887,7752,6626,6626
10216,Bakırçay Üniversitesi,13385,13768,6626,6626
10216,Doowon Technical College / 두원공과대학교,8411,13214,5902,5902
10216,Gateshead College,14428,8050,6626,6626
10216,Guangdong Ocean University / 广东海洋大学寸金学院,27839,6756,6626,6626
10216,Hochschule für Gesundheit,12533,8189,6626,6626
10216,Hebei Vocational College for Correctional Police / 河北司法警官职业学院,17830,7755,6626,6626
10216,Kherson National Technical University / Херсонський національний технічний університет,4658,13770,6626,6626
10216,West Virginia School of Osteopathic Medicine,14428,8039,6626,6626
10230,Wuhan Social Work Professional College / 武汉民政职业学院,17208,7820,6626,6626
10230,(1) Aeres Hogeschool / Aeres University of Applied Sciences,16092,7932,6626,6626
10230,Amur State University of Humanities and Pedagogy (Komsomolsk-on-Amur State Pedagogical University) / Амурский гуманитарно-педагогический государственный университет,8785,8497,6626,6626
10230,Centro Universitário Barão de Mauá,14248,12678,5902,5902
10230,Connors State College,12119,8223,6626,6626
10230,École Supérieure du Commerce Extérieur,21520,16530,5201,5201
10230,Miyagi Gakuin Women's College / 宮城学院女子大学,6982,8692,6626,6626
10230,Musikhochschule Trossingen,14919,8020,6626,6626
10230,New York College of Podiatric Medicine,14700,8036,6626,6626
10230,Sciences Po Grenoble Institut d'Études Politiques de Grenoble (Communauté Université Grenoble Alpes),10569,8347,6626,6626
10230,ShanXi Pharmaceutical College / 山西药科职业学院,25197,7125,6626,6626
10230,Hankou University / 汉口学院,13874,8106,6626,6626
10230,Jiangxi Youth Vocational College / 江西青年职业学院,20025,7611,6626,6626
10230,Krishna Kanta Handique State Open University,10858,8326,6626,6626
10230,K R Mangalam University,15332,11363,6626,6626
10245,Paris Junior College,11650,8271,6626,6626
10245,(4) Windsor University School of Medicine,16173,7930,6626,6626
10245,Universidad Xochicalco,14726,14952,5518,5518
10245,Albany Technical College,10708,8359,6626,6626
10245,Aviation Institute of Maintenance,17607,7806,6626,6626
10245,California College San Diego,22072,7463,6626,6626
10245,Copiah Lincoln Community College,17018,7856,6626,6626
10245,Ernest Bai Koroma University of Science and Technology,16390,7915,6626,6626
10245,(1) Fujian Health College / 福建卫生职业技术学院,13256,8159,6626,6626
10254,Ancilla College,14230,8108,6626,6626
10254,Chuzhou City Vocation College / 滁州城市职业学院,12746,8207,6626,6626
10254,Chizhou Vocational & Technical College / 池州职业技术学院,11427,8302,6626,6626
10254,Grossmont Cuyamaca Community College,5887,8824,6626,6626
10254,Osaka University of Economics and Law / 大阪経済法科大学,9302,8479,6626,6626
10254,Nash Community College,10899,8353,6626,6626
10254,Quanzhou Arts and Crafts Vocational College / 泉州工艺美术职业学院,19692,7664,6626,6626
10254,SRH Hohchschule Berlin (Ota Hochschule),16422,7921,6626,6626
10262,Hochschule für Medien Kommunikation und Wirtschaft,10381,8402,6626,6626
10262,École de Commerce Internationale,14081,8122,6626,6626
10262,American University of the Caribbean School of Medicine,18803,7738,6626,6626
10262,Escola de Direito do Rio de Janeiro da Fundação Getulio Vargas FGV-DIREITO,8846,8529,6626,6626
10262,(1) Muthesius Kunsthochschule,9931,8436,6626,6626
10267,Nanjing Institute of Visual Arts / 南京视觉艺术学院,19873,7678,6626,6626
10267,Nakhon Sawan Rajabhat University,3101,9265,6626,6626
10267,Hainan Institute of Science and Technology / 海南科技职业学院,17208,7881,6626,6626
10267,Hunan Judicial Police Vocational College / 湖南司法警官职业学院,15244,8048,6626,6626
10267,JSS Academy of Technical Education,13306,13632,6626,6626
10267,Guangzhou Kangda Vocational Technical College / 广州康大职业技术学院,24144,7295,6626,6626
10267,Universidade Vale do Rio Doce UNIVALE,10588,13063,5902,5902
10267,Siberian State Automobile and Road Academy / Сибирская государственная автомобильно-дорожная академия,3705,9154,6626,6626
10267,Saint Mary's University of Bayombong,15918,7995,6626,6626
10267,South Piedmont Community College,14565,8100,6626,6626
10277,Sichuan Preschool Educators College / 四川幼儿师范高等专科学校,16262,7973,6626,6626
10277,Universidad Particular San Gregorio de Portoviejo USGP,2575,9370,6626,6626
10277,"(3) Irkutsk Branch of the Russian State University of Physical Culture, Sport and Tourism Youth / Иркутский Филиал Российский Государственный Университет Физической Культуры Спорта Молодёжи и Туризма",15244,8060,6626,6626
